swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,turn_index,subutterance_index,text,pos,trees,ptb_treenumbers,start_turn,end_turn
sw02utt/sw_0258_2008.utt,2/sw2008,2008,0,fc,A,1,1,"Hi, Cynthia.  /","[ Hi/UH ] ,/,  [ Cynthia/NNP ] ./.","(FRAG (INTJ (UH Hi)) (, ,) (NP-VOC (NNP Cynthia)) (. .) (-DFL- E_S))",1,1.717125,3.797125
sw02utt/sw_0258_2008.utt,2/sw2008,2008,1,qw,A,1,2,What did you wear to work today? /,[ What/WP ] did/VBD  [ you/PRP ] wear/VB to/IN work/NN  [ today/NN ] ?/.,(SBARQ (WHNP-1 (WP What)) (SQ (VBD did) (NP-SBJ (PRP you)) (VP (VB wear) (NP (-NONE- *T*-1)) (PP (IN to) (NP (NN work))) (NP-TMP (NN today)))) (. ?) (-DFL- E_S)),2,1.717125,3.797125
sw02utt/sw_0258_2008.utt,2/sw2008,2008,2,^h,B,2,1,"{F Um, } let's see.  /","[ Um/UH ] ,/, let/VB  [ 's/PRP ] see/VB ./.","(S-IMP (INTJ (UH Um)) (, ,) (NP-SBJ (-NONE- *)) (VP (VB let) (S (NP-SBJ (PRP 's)) (VP (VB see)))) (. .) (-DFL- E_S))",4,4.17225,13.286
sw02utt/sw_0258_2008.utt,2/sw2008,2008,3,t1,B,2,2,What did I wear to work today?  /,[ What/WP ] did/VBD  [ I/PRP ] wear/VB to/IN work/NN  [ today/NN ] ?/.,(SBARQ (WHNP-1 (WP What)) (SQ (VBD did) (NP-SBJ (PRP I)) (VP (VB wear) (NP (-NONE- *T*-1)) (PP (IN to) (NP (NN work))) (NP-TMP (NN today)))) (. ?) (-DFL- E_S)),5,4.17225,13.286
sw02utt/sw_0258_2008.utt,2/sw2008,2008,4,sd,B,2,3,"{F Um, } {D actually } I wore corduroy shorts with a white blouse, {F um, } and flat shoes. /","[ Um/UH ] ,/, actually/UH  [ I/PRP ] wore/VBD  [ corduroy/JJ shorts/NNS ] with/IN  [ a/DT white/JJ blouse/NN ] ,/, um/UH ,/, and/CC  [ flat/JJ shoes/NNS ] ./.","(S (INTJ (UH Um)) (, ,) (ADVP (UH actually)) (NP-SBJ (PRP I)) (VP (VBD wore) (NP (NP (NP (JJ corduroy) (NNS shorts)) (PP (IN with) (NP (DT a) (JJ white) (NN blouse)))) (, ,) (INTJ (UH um)) (, ,) (CC and) (NP (JJ flat) (NNS shoes)))) (. .) (-DFL- E_S))",6,4.17225,13.286
sw02utt/sw_0258_2008.utt,2/sw2008,2008,5,qy,A,3,1,"{C So, }  can you dress pretty casually? /","So/RB ,/, can/MD  [ you/PRP ] dress/VB pretty/RB casually/RB ?/.","(SQ (RB So) (, ,) (MD can) (NP-SBJ (PRP you)) (VP (VB dress) (ADVP-MNR (RB pretty) (RB casually))) (. ?) (-DFL- E_S))",8,13.620625,15.011125
sw02utt/sw_0258_2008.utt,2/sw2008,2008,6,na,B,4,1,"{F Um, } [ on occasion. +","Um/UH ,/, on/IN  [ occasion/NN ] ./.","(FRAG (INTJ (UH Um)) (, ,) (RM (-DFL- \[)) (PP (IN on) (NP (NN occasion))) (. .) (IP (-DFL- \+)) (PP (IN On) (NP (NN occasion))) (. .) (RS (-DFL- \])) (-DFL- E_S))",10,15.350625,17.050625
sw02utt/sw_0258_2008.utt,2/sw2008,2008,7,b,A,5,1,Yeah. /,Yeah/UH ./.,(INTJ (UH Yeah) (. .) (-DFL- E_S)),12,16.43625,16.712
sw02utt/sw_0258_2008.utt,2/sw2008,2008,8,+,B,6,1,On occasion.  ]  /,On/IN  [ occasion/NN ] ./.,"(FRAG (INTJ (UH Um)) (, ,) (RM (-DFL- \[)) (PP (IN on) (NP (NN occasion))) (. .) (IP (-DFL- \+)) (PP (IN On) (NP (NN occasion))) (. .) (RS (-DFL- \])) (-DFL- E_S))",10,17.050625,25.51775
sw02utt/sw_0258_2008.utt,2/sw2008,2008,9,sd,B,6,2,"{F Um, } I do vary.  /","[ Um/UH ] ,/,  [ I/PRP ] do/VBP vary/VB ./.","(S (INTJ (UH Um)) (, ,) (NP-SBJ (PRP I)) (VP (VBP do) (VP (VB vary))) (. .) (-DFL- E_S))",14,17.050625,25.51775
