Filename,adjacent_overlap_cw_para,adjacent_overlap_cw_para_div_seg,adjacent_overlap_binary_cw_para,adjacent_overlap_noun_para,adjacent_overlap_noun_para_div_seg,adjacent_overlap_binary_noun_para,basic_connectives,conjunctions,disjunctions,simple_subordinators,coordinating_conjuncts,addition,sentence_linking,order,reason_and_purpose,opposition,determiners,demonstratives,all_additive,all_causal,positive_causal,all_logical,positive_logical,negative_logical,all_temporal,positive_intentional,all_positive,all_negative,all_connective,pronoun_density,pronoun_noun_ratio,repeated_content_lemmas,repeated_content_and_pronoun_lemmas
transcript_0.txt,0.220149253731,7.375,0.9375,0.135869565217,1.5625,0.9375,0.0474262579526,0.0312319259688,0.00231347599769,0.0474262579526,0.00347021399653,0.0283400809717,0.0682475419318,0.00462695199537,0.0121457489879,0.0104106419896,0.0844418739156,0.0352805089647,0.0427993059572,0.0127241179873,0.0965876229034,0.0410641989589,0.0306535569693,0.0080971659919,0.0133024869867,0.0185078079815,0.150954308849,0.0104106419896,0.0803932909196,0.0647773279352,0.439215686275,0.438982070561,0.503181029497
transcript_1.txt,0.322784810127,10.2,1.0,0.28125,3.6,0.8,0.0539007092199,0.0340425531915,0.00141843971631,0.0283687943262,0.0141843971631,0.0297872340426,0.0751773049645,0.00283687943262,0.0198581560284,0.0141843971631,0.0666666666667,0.0241134751773,0.0439716312057,0.0170212765957,0.0808510638298,0.0439716312057,0.0312056737589,0.0113475177305,0.0141843971631,0.0198581560284,0.127659574468,0.0141843971631,0.0765957446809,0.0326241134752,0.167883211679,0.428368794326,0.460992907801
transcript_10.txt,0.45,9.0,1.0,0.25,2.0,1.0,0.0793650793651,0.0463492063492,0.00825396825397,0.0279365079365,0.0126984126984,0.0438095238095,0.0888888888889,0.00380952380952,0.0247619047619,0.0101587301587,0.0768253968254,0.0228571428571,0.0609523809524,0.0165079365079,0.0939682539683,0.0590476190476,0.0406349206349,0.0101587301587,0.0133333333333,0.0273015873016,0.163174603175,0.0184126984127,0.108571428571,0.0203174603175,0.0993788819876,0.426031746032,0.445714285714
transcript_100.txt,0.652173913043,15.0,1.0,0.555555555556,5.0,1.0,0.0752688172043,0.0554612337295,0.00848896434635,0.0401810979061,0.00679117147708,0.0537634408602,0.0939445387663,0.00396151669496,0.0169779286927,0.0124504810413,0.0797962648557,0.029428409734,0.0707413695529,0.0175438596491,0.108658743633,0.0452744765139,0.0243350311262,0.0124504810413,0.0158460667799,0.0169779286927,0.179966044143,0.0209394453877,0.10752688172,0.0299943406904,0.2,0.432937181664,0.462365591398
transcript_101.txt,0.318996415771,9.88888888889,1.0,0.172043010753,1.77777777778,1.0,0.0675364543361,0.0468150422103,0.0023023791251,0.039907904835,0.0115118956255,0.039907904835,0.0928626247122,0.00383729854183,0.0191864927091,0.0130468150422,0.0959324635457,0.0283960092095,0.0529547198772,0.0176515732924,0.103607060629,0.0383729854183,0.0253261703761,0.0107444359171,0.0161166538757,0.0214888718342,0.163468917882,0.0161166538757,0.0928626247122,0.0491174213354,0.333333333333,0.432847275518,0.481964696853
transcript_102.txt,0.149746192893,14.75,1.0,0.0945945945946,3.5,1.0,0.058904109589,0.0383561643836,0.00547945205479,0.0611872146119,0.00319634703196,0.0333333333333,0.0858447488584,0.0041095890411,0.0178082191781,0.0150684931507,0.0963470319635,0.0406392694064,0.0552511415525,0.0132420091324,0.100913242009,0.0598173515982,0.0415525114155,0.0132420091324,0.0159817351598,0.0214611872146,0.168949771689,0.0191780821918,0.109132420091,0.0497716894977,0.360927152318,0.447488584475,0.496347031963
transcript_103.txt,0.395833333333,9.5,1.0,0.5,4.5,1.0,0.0590590590591,0.039039039039,0.00800800800801,0.044044044044,0.012012012012,0.03003003003,0.0830830830831,0.003003003003,0.019019019019,0.012012012012,0.0730730730731,0.026026026026,0.049049049049,0.019019019019,0.0980980980981,0.048048048048,0.028028028028,0.012012012012,0.016016016016,0.014014014014,0.144144144144,0.022022022022,0.0920920920921,0.035035035035,0.196629213483,0.42042042042,0.455455455455
transcript_104.txt,0.327868852459,10.0,1.0,0.253731343284,2.83333333333,0.833333333333,0.0534979423868,0.0385802469136,0.00257201646091,0.0334362139918,0.00874485596708,0.0293209876543,0.0720164609053,0.00617283950617,0.0154320987654,0.0159465020576,0.0720164609053,0.0257201646091,0.0498971193416,0.0164609053498,0.0972222222222,0.0468106995885,0.0308641975309,0.0133744855967,0.0149176954733,0.0164609053498,0.142489711934,0.0159465020576,0.0848765432099,0.0380658436214,0.262411347518,0.446502057613,0.484567901235
transcript_105.txt,0.239382239382,8.26666666667,1.0,0.164021164021,2.06666666667,0.733333333333,0.0723234624146,0.0484054669704,0.00683371298405,0.0256264236902,0.0113895216401,0.0410022779043,0.0865603644647,0.00740318906606,0.0153758542141,0.0170842824601,0.0746013667426,0.0199316628702,0.0649202733485,0.0176537585421,0.0859908883827,0.0523917995444,0.0307517084282,0.0153758542141,0.0187927107062,0.0227790432802,0.153758542141,0.0239179954442,0.107061503417,0.0746013667426,0.496212121212,0.422551252847,0.49715261959
transcript_106.txt,0.560975609756,23.0,1.0,0.5,9.0,1.0,0.0622193713919,0.0416933932008,0.00641436818473,0.0339961513791,0.00898011545863,0.0327132777421,0.0763309813983,0.00320718409237,0.0141116100064,0.0128287363695,0.0930083386786,0.0282232200128,0.0532392559333,0.0141116100064,0.106478511867,0.0442591404747,0.0262989095574,0.0115458627325,0.0102629890956,0.0237331622835,0.161642078255,0.0179602309173,0.0878768441309,0.047466324567,0.278195488722,0.383579217447,0.429762668377
