swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,turn_index,subutterance_index,text,pos,trees,ptb_treenumbers,start_turn,end_turn
sw01utt/sw_0101_4019.utt,4/sw4019,4019,0,qy,A,1,1,"Okay, {F um, }  Chuck, do you have any pets # there at your home? # /","Okay/UH ,/, um/UH ,/, Chuck/NNP ,/, do/VBP  [ you/PRP ] have/VB  [ any/DT pets/NNS ] there/RB at/IN  [ your/PRP$ home/NN ] ?/.","(SQ (INTJ (UH Okay)) (, ,) (INTJ (UH um)) (, ,) (NP-VOC (NNP Chuck)) (, ,) (VBP do) (NP-SBJ (PRP you)) (VP (VB have) (NP (DT any) (NNS pets)) (ADVP-LOC (RB there)) (PP-LOC (IN at) (NP (PRP$ your) (NN home)))) (. ?) (-DFL- E_S))",1,0.26775,3.6055
sw01utt/sw_0101_4019.utt,4/sw4019,4019,1,ny,B,2,1,"# Yeah, I do. # /","[ Yeah/UH ] ,/,  [ I/PRP ] do/VBP ./.","(INTJ (UH Yeah) (, ,))|||(S (NP-SBJ (PRP I)) (VP (VBP do)) (. .) (-DFL- E_S))",3|||4,2.8925,3.770375
sw01utt/sw_0101_4019.utt,4/sw4019,4019,2,qw,A,3,1,{C And } what kind do you have? /,And/CC  [ what/WDT kind/NN ] do/VBP  [ you/PRP ] have/VB ?/.,(SBARQ (CC And) (WHNP-1 (WDT what) (NN kind)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB have) (NP (-NONE- *T*-1)))) (. ?) (-DFL- E_S)),6,4.637625,5.609125
sw01utt/sw_0101_4019.utt,4/sw4019,4019,3,sd,B,4,1,I've got a male Siamese about a year old here.  /,[ I/PRP ] 've/VBP got/VBN  [ a/DT male/JJ ] Siamese/NNP about/RB  [ a/DT year/NN old/JJ ] here/RB ./.,(S (NP-SBJ (PRP I)) (VP (VBP 've) (VP (VBN got) (NP (NP (DT a) (JJ male) (NNP Siamese)) (ADJP (NP-ADV (QP (RB about) (DT a)) (NN year)) (JJ old))) (ADVP-LOC (RB here)))) (. .) (-DFL- E_S)),8,5.57325,12.906125
sw01utt/sw_0101_4019.utt,4/sw4019,4019,4,sd,B,4,2,"I live alone in an apartment, # [ and, + ] {F uh, } # --","[ I/PRP ] live/VBP alone/RB in/IN  [ an/DT apartment/NN ] ,/, and/CC ,/,  [ uh/UH ] ,/, --/:","(S (NP-SBJ (PRP I)) (VP (VBP live) (ADVP-MNR (RB alone)) (PP-LOC (IN in) (NP (DT an) (NN apartment))) (, ,) (EDITED (RM (-DFL- \[)) (CC and) (, ,) (IP (-DFL- \+)) (RS (-DFL- \]))) (INTJ (UH uh)) (, ,) (PP (IN except) (PP (IN for) (NP (DT the) (NN cat))))) (. .) (-DFL- E_S))",9,5.57325,12.906125
sw01utt/sw_0101_4019.utt,4/sw4019,4019,5,b,A,5,1,# Uh-huh. # /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),11,10.699875,11.098
sw01utt/sw_0101_4019.utt,4/sw4019,4019,6,+,B,6,1,-- except for the cat. /,--/: except/IN for/IN  [ the/DT cat/NN ] ./.,"(S (NP-SBJ (PRP I)) (VP (VBP live) (ADVP-MNR (RB alone)) (PP-LOC (IN in) (NP (DT an) (NN apartment))) (, ,) (EDITED (RM (-DFL- \[)) (CC and) (, ,) (IP (-DFL- \+)) (RS (-DFL- \]))) (INTJ (UH uh)) (, ,) (PP (IN except) (PP (IN for) (NP (DT the) (NN cat))))) (. .) (-DFL- E_S))",9
sw01utt/sw_0101_4019.utt,4/sw4019,4019,7,b,A,7,1,Uh-huh <laughter>. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),11,12.952875,13.445875
sw01utt/sw_0101_4019.utt,4/sw4019,4019,8,qo,B,8,1,How about you? /,How/WRB about/IN  [ you/PRP ] ?/.,(FRAG (WHADVP (WRB How)) (PP (IN about) (NP (PRP you))) (. ?) (-DFL- E_S)),16,13.7725,14.427
sw01utt/sw_0101_4019.utt,4/sw4019,4019,9,sd,A,9,1,"{D Well, } we have a cat, {F um, }  /","Well/UH ,/,  [ we/PRP ] have/VBP  [ a/DT cat/NN ] ,/, um/UH ,/,","(S (INTJ (UH Well)) (, ,) (NP-SBJ (PRP we)) (VP (VBP have) (NP (DT a) (NN cat)) (, ,)))|||(S (INTJ (UH um)) (, ,) (-DFL- E_S) (NP-SBJ (PRP he)) (VP (BES 's) (ADVP (RB probably)) (, ,) (INTJ (UH oh)) (, ,) (UCP-PRD (ADJP (NP-ADV (DT a) (JJ good) (CD two) (NNS years)) (JJ old)) (, ,) (NP (ADJP (JJ big) (, ,) (JJ old) (, ,) (JJ fat) (CC and) (JJ sassy)) (NN tabby)))) (. .) (-DFL- E_S))",18|||19,14.94375,25.902375
sw01utt/sw_0101_4019.utt,4/sw4019,4019,10,sd,A,9,2,"he's probably, {F oh, } a  good two years old, big, old, fat and sassy tabby. /","[ he/PRP ] 's/BES probably/RB ,/, oh/UH ,/,  [ a/DT good/JJ two/CD years/NNS ] old/JJ ,/,  [ big/JJ ] ,/,  [ old/JJ ] ,/,  [ fat/JJ ] and/CC  [ sassy/JJ tabby/NN ] ./.","(S (INTJ (UH um)) (, ,) (-DFL- E_S) (NP-SBJ (PRP he)) (VP (BES 's) (ADVP (RB probably)) (, ,) (INTJ (UH oh)) (, ,) (UCP-PRD (ADJP (NP-ADV (DT a) (JJ good) (CD two) (NNS years)) (JJ old)) (, ,) (NP (ADJP (JJ big) (, ,) (JJ old) (, ,) (JJ fat) (CC and) (JJ sassy)) (NN tabby)))) (. .) (-DFL- E_S))",19,14.94375,25.902375
sw01utt/sw_0101_4019.utt,4/sw4019,4019,11,b,B,10,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),11,26.128875,26.533
sw01utt/sw_0101_4019.utt,4/sw4019,4019,12,qw,A,11,1,"<Laughter> {F Oh. }  {F Uh, } how's the disposition of your Siamese cat? /","Oh/UH ./.  [ Uh/UH ] ,/, how/WRB 's/BES  [ the/DT disposition/NN ] of/IN  [ your/PRP$ Siamese/JJ cat/NN ] ?/.","(SBARQ (INTJ (UH Oh)) (. .) (INTJ (UH Uh)) (, ,) (WHADVP-1 (WRB how)) (SQ (BES 's) (NP-SBJ (NP (DT the) (NN disposition)) (PP (IN of) (NP (PRP$ your) (JJ Siamese) (NN cat)))) (ADVP-MNR-PRD (-NONE- *T*-1))) (. ?) (-DFL- E_S))",23,28.400625,33.2125
sw01utt/sw_0101_4019.utt,4/sw4019,4019,13,sv,B,12,1,"{D Well, } it's, {F uh, } {D you know } they're just,  {F uh, } aggressive by nature -- /","Well/UH ,/,  [ it/PRP ] 's/BES ,/,  [ uh/UH ] ,/,  [ you/PRP ] know/VBP  [ they/PRP ] 're/VBP just/RB ,/,  [ uh/UH ] ,/,  [ aggressive/JJ ] by/IN  [ nature/NN ] --/:","(S (INTJ (UH Well)) (, ,) (NP-SBJ (PRP it)) (VP-UNF (BES 's) (, ,) (INTJ (UH uh)) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))))))|||(S (NP-SBJ (PRP they)) (VP (VBP 're) (ADVP (RB just)) (, ,) (INTJ (UH uh)) (, ,) (ADJP-PRD (JJ aggressive)) (PP (IN by) (NP (NN nature)))) (-DFL- E_S))",25|||26,33.33525,36.80825
sw01utt/sw_0101_4019.utt,4/sw4019,4019,14,b,A,13,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),11,36.971,37.58
sw01utt/sw_0101_4019.utt,4/sw4019,4019,15,sd,B,14,1,"-- {C and, }  {F uh, } he's been neutered and declawed, #  /","--/: and/CC ,/,  [ uh/UH ] ,/,  [ he/PRP ] 's/HVS been/VBN  neutered/VBN and/CC declawed/VBN ,/,","(S (CC and) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ-1 (PRP he)) (VP (HVS 's) (VP (VBN been) (VP (VBN neutered) (CC and) (VBN declawed) (NP (-NONE- *-1))))) (, ,) (-DFL- E_S))",30,37.46525,42.039875
sw01utt/sw_0101_4019.utt,4/sw4019,4019,16,sd,B,14,2,{C so } # --,so/UH --/:,"(S (RB so) (NP-SBJ (PRP he)) (VP (BES 's) (NP-PRD (DT an) (JJ indoor) (NN cat))) (, ,) (-DFL- E_S))",31,37.46525,42.039875
sw01utt/sw_0101_4019.utt,4/sw4019,4019,17,b,A,15,1,# Uh-huh. # /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),11,40.4595,41.0615
sw01utt/sw_0101_4019.utt,4/sw4019,4019,18,+,B,16,1,"-- he's an indoor cat,  /","--/:  [ he/PRP ] 's/BES  [ an/DT indoor/JJ cat/NN ] ,/,","(S (RB so) (NP-SBJ (PRP he)) (VP (BES 's) (NP-PRD (DT an) (JJ indoor) (NN cat))) (, ,) (-DFL- E_S))",31,42.039875,46.125625
sw01utt/sw_0101_4019.utt,4/sw4019,4019,19,sd,B,16,2,"{C so, }  {F uh, } that kind of calms him down for the most part. /","so/RB ,/,  [ uh/UH ] ,/, that/DT  [ kind/RB ] of/RB  [ calms/VBZ ] [ him/PRP ] down/RP for/IN  [ the/DT most/JJS part/NN ] ./.","(S (RB so) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (DT that)) (ADVP (RB kind) (RB of)) (VP (VBZ calms) (NP (PRP him)) (PRT (RP down)) (PP (IN for) (NP (DT the) (JJS most) (NN part)))) (. .) (-DFL- E_S))",35,42.039875,46.125625
sw01utt/sw_0101_4019.utt,4/sw4019.pos,4019,20,x,A,17,1,<Laughter>.,./.
sw01utt/sw_0101_4019.utt,4/sw4019,4019,21,qo,B,18,1,How about yours? /,How/WRB about/IN  [ yours/PRP ] ?/.,(FRAG (WHADVP (WRB How)) (PP (IN about) (NP (PRP yours))) (. ?) (-DFL- E_S)),38,47.024375,47.84225
sw01utt/sw_0101_4019.utt,4/sw4019,4019,22,o,A,19,1,"{D Well, } yeah,  /","Well/UH ,/, yeah/UH ,/,","(INTJ (INTJ (UH Well)) (, ,) (INTJ (UH yeah)) (, ,) (-DFL- E_S))",40,48.244,57.305375
sw01utt/sw_0101_4019.utt,4/sw4019,4019,23,sd,A,19,2,"[ he's, + {F uh, } he has ] been really aggressive,  {F uh, } especially towards my little girl, for --","[ he/PRP ] 's/HVS ,/,  [ uh/UH ] ,/,  [ he/PRP ] has/VBZ been/VBN really/RB  [ aggressive/JJ ] ,/,  [ uh/UH ] ,/, especially/RB towards/IN  [ my/PRP$ little/JJ girl/NN ] ,/, for/IN --/:","(S (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP he)) (VP-UNF (HVS 's))) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (NP-SBJ (PRP he)) (VP (VBZ has) (RS (-DFL- \])) (VP (VBN been) (ADJP-PRD (RB really) (JJ aggressive)) (, ,) (INTJ (UH uh)) (, ,) (PP (ADVP (RB especially)) (IN towards) (NP (PRP$ my) (JJ little) (NN girl))) (, ,) (PP-PRP (IN for) (NP (DT some) (NN reason))))) (. .) (-DFL- E_S))",41,48.244,57.305375
sw01utt/sw_0101_4019.utt,4/sw4019,4019,24,b,B,20,1,{F Huh. } /,Huh/UH ./.,(INTJ (UH Huh) (. .) (-DFL- E_S)),43,56.607875,56.924875
sw01utt/sw_0101_4019.utt,4/sw4019,4019,25,+,A,21,1,-- some reason.  /,--/:  [ some/DT reason/NN ] ./.,"(S (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP he)) (VP-UNF (HVS 's))) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (NP-SBJ (PRP he)) (VP (VBZ has) (RS (-DFL- \])) (VP (VBN been) (ADJP-PRD (RB really) (JJ aggressive)) (, ,) (INTJ (UH uh)) (, ,) (PP (ADVP (RB especially)) (IN towards) (NP (PRP$ my) (JJ little) (NN girl))) (, ,) (PP-PRP (IN for) (NP (DT some) (NN reason))))) (. .) (-DFL- E_S))",41,57.418375,60.36275
